OverNumber,BallNumber,BowlerName,BatsmanName,BatsmansHand,BowlerReleaseSpeed,BounceX,BounceY,StumpsY,StumpsZ,Swing,Deviation,RunsScored,ShotLandingX,ShotLandingY,TrajectoryTime,TrajectoryDate,BounceVelocity,OutOfBounceAngle,DropAngle,AngleLeavingBowlersHand,ShotPlayed,ShotType,BowlerReleaseYposition,BowlerReleaseZposition,AccelerationY,AccelerationZ,no_idea
112, 4, JACK-LEACH, DARYL-MITCHELL, R, 51.940, 4.69, -0.28, -0.33, 0.84, 0.22, -2.85, 0, 0.000, 0.000, 12:53:55, 2022/06/11, -0.665293, 13.815502, -17.693133, -0.509067, P, D, -0.807135, 2.174278, 0.000000, -0.641796, 0.000000
112, 5, JACK-LEACH, DARYL-MITCHELL, R, 51.674, 4.81, -0.37, -0.50, 0.74, 1.69, -3.76, 0, 0.000, 0.000, 12:55:04, 2022/06/11, -0.570761, 12.694367, -18.302642, 0.155711, P, D, -0.671265, 2.173162, 0.968401, -1.486564, 0.184973
112, 6, JACK-LEACH, DARYL-MITCHELL, R, 51.189, 4.15, -0.06, -0.03, 0.68, 1.62, -2.80, 0, 0.000, 0.000, 12:54:37, 2022/06/11, -0.606957, 11.865706, -16.923211, -0.258346, P, D, -0.638517, 2.147373, 0.884936, -0.677983, 0.170818
113, 1, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.313, 8.28, 0.72, 0.74, 1.08, 0.47, 0.58, 0, 0.000, 0.000, 12:55:22, 2022/06/11, -0.675551, 9.810326, -13.001775, -8.898098, N, N, 0.829566, 1.988194, 1.050938, 2.866705, 0.045879
113, 2, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.877, 7.79, 0.74, 0.80, 0.87, -0.38, 1.07, 0, 0.000, 0.000, 12:55:53, 2022/06/11, -0.599576, 8.601599, -12.977715, -8.101892, N, N, 0.826735, 2.000336, -0.660007, 1.654536, -0.031575
113, 3, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.802, 7.17, 0.52, 0.57, 0.82, 0.36, 1.55, 0, 0.000, 0.000, 12:56:23, 2022/06/11, -0.616837, 8.547636, -12.581350, -7.640242, N, N, 0.788583, 2.022540, 0.865330, 2.006888, 0.046291
113, 4, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.207, 7.66, 0.24, 0.01, 0.91, 0.46, 0.94, 0, 0.000, 0.000, 12:56:54, 2022/06/11, -0.642546, 8.919125, -12.643179, -8.092249, P, D, 0.782004, 1.999709, 1.273731, 2.677902, 0.064905
113, 5, BEN-STOKES, MICHAEL-BRACEWELL, L, 81.808, 7.20, 0.64, 0.63, 0.82, 1.63, -0.04, 0, 0.000, 0.000, 12:57:46, 2022/06/11, -0.612394, 8.368028, -12.439469, -7.605263, N, N, 0.810013, 2.001768, 3.288914, 1.771747, 0.166103
113, 6, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.168, 5.97, 0.86, 1.14, 0.70, 2.83, 0.48, 0, 0.000, 0.000, 12:58:17, 2022/06/11, -0.639156, 8.287525, -11.850053, -6.479832, N, N, 0.728916, 2.020078, 4.515198, 2.184969, 0.300264
114, 1, JACK-LEACH, DARYL-MITCHELL, R, 51.515, 5.59, -0.63, -0.91, 0.97, 1.14, -3.81, 0, 0.000, 0.000, 12:59:13, 2022/06/11, -0.630828, 14.857545, -18.795979, -0.722756, N, N, -0.725030, 2.218280, 0.724912, -1.939107, 0.123057
114, 2, JACK-LEACH, DARYL-MITCHELL, R, 54.416, 3.87, -0.26, -0.27, 0.76, 1.82, -3.47, 0, 0.000, 0.000, 12:59:27, 2022/06/11, -0.636569, 13.592944, -17.585986, 0.437670, P, D, -0.846335, 2.179106, 1.005431, -1.498578, 0.199300
114, 3, JACK-LEACH, DARYL-MITCHELL, R, 51.413, 6.40, -0.43, -0.50, 1.02, 0.72, -3.15, 1, -20.000, -55.000, 12:59:41, 2022/06/11, -0.644762, 14.570128, -18.554078, -1.490732, P, A, -0.884891, 2.145811, 0.371259, -2.021220, 0.055349
114, 4, JACK-LEACH, MICHAEL-BRACEWELL, L, 51.611, 4.05, 0.36, 0.02, 0.67, 0.32, -2.75, 0, 0.000, 0.000, 13:00:39, 2022/06/11, -0.540143, 12.671023, -18.820330, 1.596665, P, D, 0.900360, 2.164200, 0.318419, -1.958311, 0.068506
114, 5, JACK-LEACH, MICHAEL-BRACEWELL, L, 54.907, 5.09, 0.26, -0.07, 0.92, 1.66, -1.84, 0, 0.000, 0.000, 13:00:56, 2022/06/11, -0.662984, 13.784120, -17.401969, -0.792317, P, D, 0.879354, 2.139691, 1.371335, -1.808782, 0.223123
114, 6, JACK-LEACH, MICHAEL-BRACEWELL, L, 52.407, 5.02, 0.37, -0.00, 0.76, 1.22, -1.85, 0, 0.000, 0.000, 13:01:22, 2022/06/11, -0.573848, 12.552198, -18.198226, -0.036980, E, D, 1.047673, 2.153315, 0.976588, -1.775819, 0.176072
115, 1, BEN-STOKES, DARYL-MITCHELL, R, 77.606, 8.59, -0.26, 0.12, 1.20, -1.16, -0.64, 1, 6.000, 63.000, 13:41:56, 2022/06/11, -0.665599, 10.747203, -14.232072, -8.945583, P, A, -0.905600, 2.046800, -2.786210, 0.805116, -0.123490
115, 2, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.413, 5.24, 0.27, 0.04, 0.61, 0.36, -0.22, 4, 122.000, -101.000, 13:42:46, 2022/06/11, -0.621514, 7.830043, -11.824713, -5.653332, P, A, 0.815568, 2.035217, 0.892899, 1.582568, 0.068275
115, 3, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.477, 6.45, 0.39, 0.24, 0.75, 0.44, 0.63, 0, 0.000, 0.000, 13:43:24, 2022/06/11, -0.619787, 8.353483, -12.462078, -6.694204, P, D, 0.836480, 2.029080, 1.063828, 1.123965, 0.065014
115, 4, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.231, 7.56, 0.15, -0.48, 0.90, -1.27, -0.23, 0, 0.000, 0.000, 13:43:59, 2022/06/11, -0.626443, 8.968044, -12.955130, -7.857451, M, A, 0.868717, 2.011509, -1.822902, 1.471988, -0.091730
115, 5, BEN-STOKES, MICHAEL-BRACEWELL, L, 81.891, 4.22, 0.69, 0.61, 0.61, -0.12, -0.45, 0, 0.000, 0.000, 13:44:33, 2022/06/11, -0.747651, 9.130921, -11.149849, -5.343615, N, N, 0.812539, 2.056259, -0.099127, 2.316842, -0.008316
115, 6, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.600, 11.65, 0.65, 0.42, 1.93, -0.54, 1.04, 4, 50.000, -147.000, 13:45:06, 2022/06/11, -0.637984, 12.914958, -17.406122, -14.786442, P, A, 0.862265, 1.988658, -1.414126, 3.493771, -0.026422
116, 1, JACK-LEACH, DARYL-MITCHELL, R, 49.336, 5.63, -0.49, -0.77, 0.74, -0.57, -3.27, 4, -19.000, -143.000, 13:46:47, 2022/06/11, -0.547935, 12.886092, -19.144448, 0.253726, P, A, -0.670516, 2.141902, -0.387820, -1.840488, -0.071413
116, 2, JACK-LEACH, DARYL-MITCHELL, R, 53.284, 3.65, -0.16, -0.18, 0.56, 0.96, -2.69, 0, 0.000, 0.000, 13:47:23, 2022/06/11, -0.539510, 10.826721, -17.324765, 0.659027, P, D, -0.641225, 2.152671, 0.457733, -0.818447, 0.097764
116, 3, JACK-LEACH, DARYL-MITCHELL, R, 52.689, 4.36, -0.09, -0.12, 0.65, 1.68, -3.41, 0, 0.000, 0.000, 13:47:39, 2022/06/11, -0.574980, 11.373271, -17.074227, -0.149722, P, A, -0.621450, 2.122210, 0.905149, -0.496406, 0.178228
116, 4, JACK-LEACH, DARYL-MITCHELL, R, 50.985, 4.98, -0.18, -0.24, 0.72, 0.24, -2.80, 6, 189.000, 40.000, 13:47:58, 2022/06/11, -0.563545, 12.134729, -18.187766, -0.008405, P, A, -0.631578, 2.161265, 0.030841, -1.152136, 0.005903
116, 5, JACK-LEACH, DARYL-MITCHELL, R, 52.294, 6.12, -0.55, -0.73, 0.84, 0.66, -2.35, 3, -1.000, -140.000, 13:48:44, 2022/06/11, -0.584873, 12.817863, -18.091291, -1.570589, P, A, -0.616045, 2.157123, 0.445423, -1.721368, 0.067243
116, 6, JACK-LEACH, MICHAEL-BRACEWELL, L, 52.973, 5.58, 0.59, 0.37, 0.81, 2.55, -2.32, 4, 178.000, -21.000, 13:49:39, 2022/06/11, -0.619330, 12.095103, -17.081202, -1.791143, P, A, 0.868912, 2.153213, 1.845517, -0.533939, 0.297810
117, 1, BEN-STOKES, DARYL-MITCHELL, R, 81.545, 6.16, -0.41, -0.32, 0.83, -2.37, 0.11, 0, 0.000, 0.000, 13:50:51, 2022/06/11, -0.680688, 9.219200, -12.371754, -6.696754, N, N, -0.833174, 2.070646, -4.419780, 1.175217, -0.272162
117, 2, BEN-STOKES, DARYL-MITCHELL, R, 79.755, 4.44, -0.38, -0.15, 0.65, -1.09, 1.21, 0, 0.000, 0.000, 13:51:22, 2022/06/11, -0.705621, 9.291227, -11.945440, -4.701908, P, A, -0.924100, 2.045009, -1.873471, 0.472589, -0.160319
117, 3, BEN-STOKES, DARYL-MITCHELL, R, 80.066, 9.77, -0.51, -0.04, 1.37, -2.19, 1.11, 1, 8.000, 117.000, 13:52:06, 2022/06/11, -0.651208, 10.687267, -14.945229, -10.782171, P, A, -0.926466, 2.018896, -5.535886, 1.534305, -0.178485
117, 4, BEN-STOKES, MICHAEL-BRACEWELL, L, 81.700, 5.95, 0.91, 1.00, 0.68, 1.28, -0.17, 0, 0.000, 0.000, 13:52:45, 2022/06/11, -0.620143, 7.958890, -11.684080, -6.790953, N, N, 0.834351, 2.045159, 2.158604, 2.580218, 0.135492
117, 5, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.425, 5.96, 0.90, 1.18, 0.76, 1.32, 2.01, 0, 0.000, 0.000, 13:53:18, 2022/06/11, -0.672962, 8.853922, -11.941028, -6.508816, N, N, 0.908585, 2.032980, 2.225365, 1.860955, 0.143889
117, 6, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.118, 8.87, 0.46, 0.54, 1.02, 1.17, 0.96, 0, 0.000, 0.000, 13:53:48, 2022/06/11, -0.612248, 9.084716, -13.493244, -9.671299, P, D, 0.623824, 1.988979, 2.637028, 3.083588, 0.102914
118, 1, JACK-LEACH, DARYL-MITCHELL, R, 52.138, 5.39, -0.09, 0.01, 1.00, 1.71, -2.29, 0, 0.000, 0.000, 13:55:06, 2022/06/11, -0.689172, 14.671775, -17.880764, -1.056763, P, D, -0.654957, 2.159737, 1.025883, -1.639535, 0.168052
118, 2, JACK-LEACH, DARYL-MITCHELL, R, 51.638, 4.81, 0.02, 0.23, 0.85, 4.89, -2.77, 0, 0.000, 0.000, 13:55:28, 2022/06/11, -0.657731, 13.698757, -17.265384, -0.576726, P, A, -0.610461, 2.152998, 2.873195, -0.315637, 0.549881
118, 3, JACK-LEACH, DARYL-MITCHELL, R, 53.860, 5.13, -0.35, -0.39, 0.73, 1.09, -2.43, 6, 191.000, 109.000, 13:55:49, 2022/06/11, -0.569960, 11.480662, -17.315009, -0.975623, P, A, -0.675001, 2.157842, 0.660133, -1.255674, 0.110448
118, 4, JACK-LEACH, DARYL-MITCHELL, R, 52.313, 5.03, -0.30, -0.34, 0.78, 1.89, -3.18, 0, 0.000, 0.000, 13:56:27, 2022/06/11, -0.626039, 12.551708, -16.908721, -1.348476, P, D, -0.721117, 2.163723, 1.107708, -0.005409, 0.199773
118, 5, JACK-LEACH, DARYL-MITCHELL, R, 50.183, 4.10, -0.10, 0.04, 0.72, 1.85, -2.19, 1, 84.000, 34.000, 13:56:49, 2022/06/11, -0.634318, 12.569629, -17.494267, 0.333247, P, A, -0.901799, 2.151373, 0.897599, -0.509868, 0.189855
118, 6, JACK-LEACH, MICHAEL-BRACEWELL, L, 51.468, 3.88, 0.49, 0.25, 0.70, 1.25, -2.46, 0, 0.000, 0.000, 13:57:31, 2022/06/11, -0.613429, 13.155088, -17.676672, 0.604973, P, A, 0.917387, 2.172614, 0.816183, -0.456571, 0.180875
119, 1, BEN-STOKES, DARYL-MITCHELL, R, 80.944, 6.62, -0.24, 0.04, 0.90, -1.75, 0.18, 1, 48.000, 47.000, 13:58:23, 2022/06/11, -0.687261, 9.228767, -12.449138, -6.889829, P, A, -0.874500, 2.039785, -3.598889, 1.120760, -0.207932
119, 2, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.055, 7.58, 0.58, 0.51, 0.93, 1.04, 0.26, 0, 0.000, 0.000, 13:59:05, 2022/06/11, -0.651187, 9.073163, -12.636579, -8.077227, N, N, 0.830726, 2.009394, 2.162460, 2.493225, 0.108301
119, 3, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.799, 7.08, 0.79, 1.00, 0.81, 1.98, 1.00, 0, 0.000, 0.000, 13:59:37, 2022/06/11, -0.636607, 8.501469, -12.060485, -7.951871, N, N, 0.854353, 2.028618, 3.575566, 3.747580, 0.197997
119, 4, BEN-STOKES, MICHAEL-BRACEWELL, L, 81.761, 7.08, 0.70, 0.76, 0.81, 1.58, 0.34, 0, 0.000, 0.000, 14:00:09, 2022/06/11, -0.620321, 8.347553, -12.325259, -7.619359, N, N, 0.846394, 2.018943, 3.048401, 2.337229, 0.161888
119, 5, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.896, 7.09, 0.65, 0.81, 0.69, 1.79, 1.29, 0, 0.000, 0.000, 14:00:41, 2022/06/11, -0.552190, 7.437441, -12.356537, -7.511703, P, A, 0.824659, 2.006947, 3.401159, 2.215565, 0.183990
119, 6, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.694, 6.30, 0.65, 0.64, 0.71, 1.53, -0.50, 0, 0.000, 0.000, 14:01:13, 2022/06/11, -0.627407, 7.969038, -11.719451, -6.981880, P, D, 0.721947, 2.020952, 2.638224, 2.982929, 0.164538
120, 1, JACK-LEACH, DARYL-MITCHELL, R, 53.597, 4.47, -0.06, 0.03, 0.74, 1.19, -2.60, 0, 0.000, 0.000, 14:02:21, 2022/06/11, -0.659196, 11.968092, -16.281069, -1.123161, P, D, -0.822815, 2.137653, 0.568026, 0.261444, 0.106448
120, 2, JACK-LEACH, DARYL-MITCHELL, R, 52.200, 4.36, -0.17, -0.12, 0.73, 1.82, -3.25, 0, 0.000, 0.000, 14:02:36, 2022/06/11, -0.629718, 12.587575, -16.919921, -0.490272, P, D, -0.892334, 2.151276, 0.925481, 0.014786, 0.185678
120, 3, JACK-LEACH, DARYL-MITCHELL, R, 53.391, 5.47, -0.27, -0.20, 0.71, 1.45, -2.50, 0, 0.000, 0.000, 14:02:52, 2022/06/11, -0.590582, 11.019331, -16.343814, -2.255399, P, D, -0.817358, 2.139883, 0.860155, 0.214507, 0.138138
120, 4, JACK-LEACH, DARYL-MITCHELL, R, 51.486, 3.43, -0.47, -0.62, 0.61, 1.50, -4.68, 1, -17.000, 20.000, 14:03:09, 2022/06/11, -0.602467, 12.411374, -17.345536, 0.913423, P, D, -0.822167, 2.142173, 0.748203, -0.115250, 0.176341
120, 5, JACK-LEACH, MICHAEL-BRACEWELL, L, 50.876, 5.76, 0.32, -0.18, 0.62, 1.75, -2.86, 0, 0.000, 0.000, 14:03:42, 2022/06/11, -0.510506, 10.989270, -18.055552, -0.965859, P, D, 0.958651, 2.141182, 1.309416, -1.093637, 0.222818
120, 6, JACK-LEACH, MICHAEL-BRACEWELL, L, 53.200, 4.18, 0.39, 0.18, 0.82, 2.31, -2.03, 1, -15.000, 56.000, 14:04:02, 2022/06/11, -0.726701, 13.739160, -16.614667, -0.738497, P, A, 0.914252, 2.159123, 1.584285, 0.100952, 0.312814
121, 1, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.544, 4.43, 0.62, 0.54, 0.57, 0.56, -0.49, 4, 186.000, 40.000, 14:05:05, 2022/06/11, -0.650522, 8.187537, -11.569892, -5.128353, N, N, 0.817694, 2.057426, 0.938230, 1.481687, 0.078749
121, 2, BEN-STOKES, MICHAEL-BRACEWELL, L, 81.265, 7.78, 0.73, 0.80, 1.08, 0.57, 0.86, 0, 0.000, 0.000, 14:05:48, 2022/06/11, -0.716888, 10.040414, -12.697008, -8.521198, P, D, 0.839991, 2.018109, 1.215446, 2.974603, 0.057420
121, 3, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.669, 6.01, 0.51, 0.52, 0.71, 2.84, -0.03, 0, 0.000, 0.000, 14:06:30, 2022/06/11, -0.645969, 8.232271, -11.692813, -6.572373, P, D, 0.802840, 2.017588, 4.755231, 2.702705, 0.319917
121, 4, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.216, 7.36, 0.37, 0.18, 0.81, 0.87, 0.32, 0, 0.000, 0.000, 14:07:04, 2022/06/11, -0.613613, 8.258996, -12.358246, -7.809301, P, D, 0.803278, 1.996958, 1.939283, 2.709636, 0.101803
121, 5, BEN-STOKES, MICHAEL-BRACEWELL, L, 81.578, 6.15, 0.45, 0.34, 0.69, 1.08, -0.15, 0, 0.000, 0.000, 14:07:34, 2022/06/11, -0.614291, 7.837509, -11.775905, -6.422924, N, N, 0.749690, 1.988787, 2.068549, 1.827194, 0.129446
121, 6, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.664, 5.17, 0.32, 0.31, 0.67, 1.57, 1.21, 4, -31.000, 151.000, 14:08:07, 2022/06/11, -0.685435, 8.580853, -11.413707, -5.843862, P, A, 0.808414, 2.018632, 2.756895, 2.235898, 0.204445
122, 1, JACK-LEACH, DARYL-MITCHELL, R, 54.146, 6.62, -0.41, -0.36, 0.90, 1.02, -2.38, 0, 0.000, 0.000, 14:09:15, 2022/06/11, -0.636460, 12.428778, -16.840275, -3.241279, P, D, -0.856895, 2.108446, 0.661745, -0.673714, 0.085771
122, 2, JACK-LEACH, DARYL-MITCHELL, R, 50.975, 6.35, -0.32, -0.37, 0.79, 1.15, -3.23, 1, 7.000, -2.000, 14:09:32, 2022/06/11, -0.586593, 12.773028, -17.868635, -1.827849, P, D, -0.790872, 2.111836, 0.653955, -1.025852, 0.099995
122, 3, JACK-LEACH, MICHAEL-BRACEWELL, L, 53.789, 4.55, 0.54, 0.38, 0.74, 1.19, -1.23, 0, 0.000, 0.000, 14:10:11, 2022/06/11, -0.624451, 11.736393, -16.782440, -0.573372, P, D, 0.901887, 2.125095, 0.880063, -0.604568, 0.161563
122, 4, JACK-LEACH, MICHAEL-BRACEWELL, L, 54.315, 4.43, 0.81, 0.67, 0.61, 1.93, -2.29, 0, 0.000, 0.000, 14:10:30, 2022/06/11, -0.570763, 10.360956, -15.809056, -1.430838, P, D, 0.922934, 2.132426, 1.314929, 0.560235, 0.240987
122, 5, JACK-LEACH, MICHAEL-BRACEWELL, L, 51.428, 4.97, 0.40, 0.07, 0.80, 0.13, -1.67, 1, 60.000, -14.000, 14:11:03, 2022/06/11, -0.615371, 12.682301, -17.277641, -0.433656, P, D, 0.925816, 2.110444, 0.229222, -1.169207, 0.040405
122, 6, JACK-LEACH, DARYL-MITCHELL, R, 53.086, 4.02, -0.05, 0.02, 0.67, 2.56, -3.65, 0, 0.000, 0.000, 14:11:37, 2022/06/11, -0.637172, 12.009680, -16.099003, -0.922785, P, D, -0.863494, 2.150131, 1.395095, 0.578889, 0.279090
123, 1, BEN-STOKES, MICHAEL-BRACEWELL, L, 78.688, 7.86, 0.60, 0.59, 0.92, 1.88, -0.07, 0, 0.000, 0.000, 14:12:29, 2022/06/11, -0.633027, 9.080413, -12.861943, -8.329276, P, D, 0.787971, 2.003141, 3.626306, 2.653871, 0.180042
123, 2, BEN-STOKES, MICHAEL-BRACEWELL, L, 79.417, 6.27, 0.71, 0.72, 0.75, 2.47, -0.66, 0, 0.000, 0.000, 14:13:01, 2022/06/11, -0.664261, 8.526340, -11.804873, -7.032262, N, N, 0.826886, 2.032414, 4.102168, 3.172480, 0.265779
123, 3, BEN-STOKES, MICHAEL-BRACEWELL, L, 78.232, 4.89, 0.18, -0.04, 0.58, 0.85, -0.69, 1, -52.000, -129.000, 14:13:33, 2022/06/11, -0.634799, 7.917668, -11.707616, -5.256806, P, A, 0.734193, 2.019787, 1.538584, 1.643220, 0.127965
123, 4, BEN-STOKES, DARYL-MITCHELL, R, 79.573, 13.50, -0.68, -0.05, 2.05, 2.13, -2.28, 0, 0.000, 0.000, 14:14:11, 2022/06/11, -0.503192, 13.049378, -21.711700, -21.374896, P, D, -0.995546, 1.997355, 8.272011, 11.655360, 0.085586
123, 5, BEN-STOKES, DARYL-MITCHELL, R, 80.346, 3.35, -0.75, -0.72, 0.37, -2.55, 0.85, 4, 39.000, -132.000, 14:14:45, 2022/06/11, -0.550594, 6.550907, -11.341017, -4.182154, P, A, -1.040399, 2.055830, -3.552593, 1.208124, -0.349985
123, 6, BEN-STOKES, DARYL-MITCHELL, R, 80.711, 1.99, -1.01, -1.10, 0.31, -3.20, -0.88, 0, 0.000, 0.000, 14:15:19, 2022/06/11, -0.662967, 8.326010, -11.460616, -2.919444, N, N, -0.997690, 2.047888, -3.919886, 0.161530, -0.456371
124, 1, MATTY-POTTS, MICHAEL-BRACEWELL, L, 80.922, 7.07, -0.09, 0.28, 0.93, -0.18, -0.20, 0, 0.000, 0.000, 14:17:21, 2022/06/11, -0.705209, 9.244671, -11.943602, -7.663583, N, N, -0.741683, 1.995341, -0.838683, 3.262572, -0.045405
124, 2, MATTY-POTTS, MICHAEL-BRACEWELL, L, 80.141, 7.90, 0.01, 0.53, 0.93, 0.53, -0.62, 4, -16.000, 190.000, 14:17:58, 2022/06/11, -0.636236, 8.850771, -12.662634, -8.467564, P, A, -0.715892, 2.002646, 0.438459, 3.030775, 0.020836
124, 3, MATTY-POTTS, MICHAEL-BRACEWELL, L, 79.667, 8.03, -0.13, 0.35, 1.13, -0.18, 0.18, 0, 0.000, 0.000, 14:18:43, 2022/06/11, -0.714769, 10.192540, -12.759045, -8.677654, N, N, -0.723228, 2.006828, -0.868366, 3.045012, -0.039508
124, 4, MATTY-POTTS, MICHAEL-BRACEWELL, L, 78.912, 7.54, -0.15, 0.22, 0.91, -0.08, -0.13, 4, -132.000, -24.000, 14:19:17, 2022/06/11, -0.666596, 8.664149, -12.115828, -8.107391, E, D, -0.712288, 1.985207, -0.604556, 3.390870, -0.029646
124, 5, MATTY-POTTS, MICHAEL-BRACEWELL, L, 79.552, 6.77, 0.03, 0.44, 0.93, -0.40, 0.14, 0, 0.000, 0.000, 14:19:58, 2022/06/11, -0.722637, 9.568080, -11.902783, -7.440192, N, N, -0.694300, 2.023599, -1.236034, 3.207830, -0.071477
124, 6, MATTY-POTTS, MICHAEL-BRACEWELL, L, 82.287, 9.45, -0.27, 0.29, 1.19, -0.71, 0.79, 0, 0.000, 0.000, 14:20:28, 2022/06/11, -0.638350, 9.652976, -13.696755, -10.495865, E, A, -0.724629, 1.971839, -2.148944, 3.777936, -0.070478
125, 1, BEN-STOKES, DARYL-MITCHELL, R, 80.118, 7.31, -0.64, -0.55, 0.89, -1.49, -0.22, 0, 0.000, 0.000, 14:21:40, 2022/06/11, -0.618208, 8.970050, -13.106230, -7.376423, N, N, -0.952521, 2.032585, -2.975264, 0.499548, -0.157094
125, 2, BEN-STOKES, DARYL-MITCHELL, R, 79.188, 8.90, -0.49, -0.17, 0.97, -0.72, -0.11, 0, 0.000, 0.000, 14:22:12, 2022/06/11, -0.569668, 8.847324, -14.053507, -9.185901, N, N, -0.899275, 1.993205, -1.859290, 0.947107, -0.073888
125, 3, BEN-STOKES, DARYL-MITCHELL, R, 82.705, 12.73, -0.60, 0.39, 2.20, -0.77, 1.36, 0, 0.000, 0.000, 14:22:45, 2022/06/11, -0.570446, 13.721181, -20.057914, -17.447389, N, N, -0.927338, 1.986642, -3.350530, 2.202408, -0.045398
125, 4, BEN-STOKES, DARYL-MITCHELL, R, 81.653, 5.82, -0.81, -0.90, 0.65, -2.19, -0.30, 0, 0.000, 0.000, 14:23:21, 2022/06/11, -0.575181, 7.661682, -12.271472, -6.001940, N, N, -0.935914, 2.044091, -3.731484, 0.487236, -0.245636
125, 5, BEN-STOKES, DARYL-MITCHELL, R, 82.058, 9.52, -0.58, -0.38, 1.15, -1.94, -0.03, 0, 0.000, 0.000, 14:23:54, 2022/06/11, -0.555824, 9.392091, -15.275644, -9.372495, P, D, -0.912493, 1.977555, -5.066044, -3.254887, -0.161243
125, 6, BEN-STOKES, DARYL-MITCHELL, R, 81.086, 6.56, -0.67, -0.68, 0.78, -2.32, -0.25, 0, 0.000, 0.000, 14:24:28, 2022/06/11, -0.613946, 8.350384, -12.639333, -6.709670, N, N, -0.961490, 2.043218, -4.271056, 0.614012, -0.252457
126, 1, MATTY-POTTS, MICHAEL-BRACEWELL, L, 82.060, 7.56, -0.22, 0.03, 0.95, 0.18, -0.79, 2, -17.000, 58.000, 14:25:24, 2022/06/11, -0.676085, 8.904109, -12.231362, -8.224919, P, D, -0.709701, 2.006378, -0.054635, 3.329876, -0.002643
126, 2, MATTY-POTTS, MICHAEL-BRACEWELL, L, 82.276, 6.32, -0.10, 0.26, 0.82, -0.46, 0.50, 0, 0.000, 0.000, 14:26:03, 2022/06/11, -0.690553, 8.630597, -11.603845, -6.877916, P, D, -0.704476, 2.018274, -1.251655, 2.726987, -0.075084
126, 3, MATTY-POTTS, MICHAEL-BRACEWELL, L, 80.497, 6.29, 0.01, 0.26, 0.77, -0.96, -0.68, 0, 0.000, 0.000, 14:26:37, 2022/06/11, -0.661526, 8.199137, -11.743200, -6.762103, P, D, -0.717172, 2.029367, -2.140897, 2.557370, -0.133851
126, 4, MATTY-POTTS, MICHAEL-BRACEWELL, L, 80.193, 8.41, -0.08, 0.50, 1.05, -0.43, 0.40, 1, -45.000, 137.000, 14:27:13, 2022/06/11, -0.657731, 9.409261, -12.838841, -9.111649, P, A, -0.721926, 1.985482, -1.457413, 3.481380, -0.061224
126, 5, MATTY-POTTS, DARYL-MITCHELL, R, 82.939, 6.24, -0.36, -0.13, 0.78, -0.55, 0.65, 0, 0.000, 0.000, 14:28:04, 2022/06/11, -0.670840, 8.387421, -11.556958, -6.859454, P, D, -0.728432, 2.019002, -1.244701, 2.707632, -0.074349
126, 6, MATTY-POTTS, DARYL-MITCHELL, R, 80.240, 8.01, -0.41, -0.32, 0.76, -0.25, -1.20, 4, 146.000, -24.000, 14:28:41, 2022/06/11, -0.530319, 7.423481, -13.035389, -8.099395, P, A, -0.763010, 1.987812, -0.783762, 1.402626, -0.036294
127, 1, BEN-STOKES, MICHAEL-BRACEWELL, L, 77.426, 8.00, 0.62, 0.52, 0.91, 1.02, 0.03, 1, 50.000, 116.000, 14:30:09, 2022/06/11, -0.619453, 8.919153, -13.151545, -8.349165, P, A, 0.841757, 2.003251, 2.038605, 2.261903, 0.101591
127, 2, BEN-STOKES, DARYL-MITCHELL, R, 77.205, 6.14, -0.73, -0.78, 0.81, -2.47, -0.31, 0, 0.000, 0.000, 14:30:50, 2022/06/11, -0.656320, 9.199599, -12.733741, -5.711088, N, N, -0.986419, 2.009664, -3.948588, 0.025807, -0.275574
127, 3, BEN-STOKES, DARYL-MITCHELL, R, 79.031, 12.69, -0.63, -0.40, 2.12, -0.46, -1.32, 1, 49.000, 129.000, 14:31:28, 2022/06/11, -0.632298, 13.206155, -17.861601, -19.512847, P, A, -0.891321, 2.000856, -2.155928, 19.794311, -0.028766
127, 4, BEN-STOKES, MICHAEL-BRACEWELL, L, 80.508, 7.30, 0.59, 0.52, 0.91, 1.18, -0.02, 0, 0.000, 0.000, 14:32:07, 2022/06/11, -0.677700, 9.158257, -12.350571, -7.968769, N, N, 0.816010, 2.002784, 2.363488, 2.950490, 0.123041
